mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va	Ottava:8vb	pedal	Pedal_<sym>keyboardPedalPed</sym>
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	651																			
58	58	230	230	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	652				articAccentAbove															
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	653												120							
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	654																			
58	58	228	228	0.0	0	0	Spanner	4/4	2	2	0																								
58	58	228	228	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	655																			
58	58	230	230	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	656																			
58	58	228	228	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	657												121							
58	58	229	229	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	658												121							
58	58	230	230	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	659												121							
58	58	231	231	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	660																			
59	59	235	235	0.0	3/4	3/4	Dynamic	4/4	1	1	0								p																
59	59	235	235	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	661	ich	I'd																	
59	59	232	232	0.0	0	0	Spanner	4/4	2	1	0																		43						
59	59	232	232	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	662				articAccentAbove								122	43						
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	663													43						
59	59	233	233	1.5	1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	664												123	43						
59	59	469/2	469/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																	123							
59	59	469/2	469/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																	123		26					
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	665												123		26					
59	59	235	235	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	666												123		26					
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	667														26					
59	59	232	232	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	668												124		26					
59	59	233	233	2.0	1/4	1/4	Chord	4/4	2	2	1/2			1/2	1	669				articAccentBelow										26					
59	59	235	235	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	670														26					
59	59	232	232	3.0	0	0	Chord	4/4	2	3	3/4			1/2	3/2	671														26					
59	59	235	235	1.0	3/4	3/4	Chord	4/4	2	3	1/4			1/4	1	672														26					
59	59	232	232	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	673												125							
59	59	233	233	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	674												125							
59	59	235	235	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	675																			
60	60	236	236	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	676	sorg-	fear																	
60	60	237	237	0.0	1/4	1/4	Spanner	4/4	1	1	0																		44						
60	60	237	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	677	-te,	me											44						
60	60	475/2	475/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	678	sie	they'd											44						
60	60	238	238	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	679	stür-	die											44						
60	60	239	239	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	680	-ben	on											44						
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	681													44						
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	682		the											44						
60	60	236	236	0.0	0	0	Dynamic	4/4	2	1	0								p																
60	60	236	236	0.0	0	0	Spanner	4/4	2	1	0																								
60	60	236	236	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	683												126							
60	60	238	238	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	684																			
60	60	236	236	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	685																			
60	60	238	238	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	686																			
60	60	236	236	4.0	0	0	Chord	4/4	3	2	1			1	1	687																			
61	61	240	240	0.0	0	0	Dynamic	4/4	1	1	0								f																
61	61	240	240	0.0	0	0	Spanner	4/4	1	1	0																								
61	61	240	240	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	688	mor-	mor-																	
61	61	242	242	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	689	-gen;	-row;																	
61	61	240	240	0.0	0	0	Dynamic	4/4	2	1	0								p																
61	61	240	240	0.0	0	0	Spanner	4/4	2	1	0																		45						
61	61	240	240	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	690												127	45						
61	61	242	242	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	691												127	45						
61	61	485/2	485/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	692												127	45						
61	61	243	243	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	693												127	45						
61	61	487/2	487/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																								
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	694																			
61	61	240	240	4.0	0	0	Chord	4/4	2	2	1			1	1	695																			
61	61	240	240	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	696												128							
61	61	241	241	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	697												128							
61	61	242	242	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	698												128							
61	61	243	243	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	699																			
61	61	240	240	4.0	0	0	Chord	4/4	3	2	1			1	1	700																			
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	701				articAccentBelow															
62	62	245	245	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	702				articAccentBelow															
62	62	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	703				articAccentBelow															
62	62	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	704				articAccentBelow															
62	62	244	244	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	705												129							
62	62	246	246	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	706																			
62	62	244	244	4.0	0	0	Chord	4/4	3	2	1			1	1	707																			
63	63	251	251	0.0	3/4	3/4	Dynamic	4/4	1	1	0								p																
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	708	das	now										130							
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	709		they've																	
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	710																			
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	711																			
63	63	248	248	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	712												131							
63	63	250	250	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	713												131							
63	63	501/2	501/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	714												131							
63	63	251	251	0.0	3/4	3/4	Dynamic	4/4	2	1	0								p									131							
63	63	251	251	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	715												131							
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	716																			
63	63	248	248	4.0	0	0	Chord	4/4	2	2	1			1	1	717																			
63	63	248	248	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	718												132							
63	63	249	249	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	719												132							
63	63	250	250	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	720												132							
63	63	251	251	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	721																			
63	63	248	248	4.0	0	0	Chord	4/4	3	2	1			1	1	722																			
64	64	252	252	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	723	ist	gone,		articAccentAbove															
64	64	253	253	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	724	nun	and																	
64	64	254	254	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	725	nicht	left																	
64	64	255	255	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	726	zu	me																	
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	727	be-	to																	
64	64	252	252	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	728																			
64	64	254	254	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	729																			
64	64	252	252	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	730																			
64	64	252	252	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	731				articAccentBelow															
64	64	254	254	0.5	1/2	1/2	Chord	4/4	3	2	1/8			1/8	1	732				articAccentBelow															
64	64	509/2	509/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8			1/8	1	733				articAccentBelow															
64	64	255	255	0.5	3/4	3/4	Chord	4/4	3	2	1/8			1/8	1	734				articAccentBelow															
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8			1/8	1	735				articAccentBelow															
65	65	256	256	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	736	-sor-	sor-		articAccentAbove															
65	65	258	258	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	737	-gen.	-row.																	
65	65	256	256	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	738												133							
65	65	258	258	0.0	1/2	1/2	Dynamic	4/4	2	1	0								mp																
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	739																			
65	65	259	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	740																			
65	65	256	256	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	741												134							
65	65	256	256	0.0	0	0	Dynamic	4/4	3	1	0								sf																
65	65	256	256	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	742				articAccentAbove															
65	65	258	258	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	743				articAccentAbove															
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	744				articAccentAbove															
65	65	259	259	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	745				articAccentAbove															
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	746				articAccentAbove															
65	65	256	256	4.0	0	0	Chord	4/4	3	2	1			1	1	747																			
66	66	1053/4	1053/4	0.0	13/16	13/16	Dynamic	4/4	2	1	0								p																
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	748												135							
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	749												135							
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	750												135							
66	66	260	260	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	751												136							
66	66	262	262	0.0	1/2	1/2	Dynamic	4/4	2	2	0								mp																
66	66	262	262	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	752																			
66	66	263	263	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	753																			
66	66	260	260	0.0	0	0	Dynamic	4/4	3	1	0								sf																
66	66	260	260	4.0	0	0	Chord	4/4	3	1	1			1	1	754																			
66	66	260	260	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	755				articAccentAbove															
66	66	262	262	0.5	1/2	1/2	Chord	4/4	3	2	1/8			1/8	1	756																			
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8			1/8	1	757																			
66	66	263	263	0.5	3/4	3/4	Chord	4/4	3	2	1/8			1/8	1	758																			
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8			1/8	1	759																			
66	66	260	260	2.0	0	0	Chord	4/4	3	3	1/2			1/2	1	760																			
67	67	264	264	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	761												135							
67	67	1057/4	1057/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	762																			
67	67	1069/4	1069/4	0.0	13/16	13/16	Dynamic	4/4	2	1	0								p																
67	67	1069/4	1069/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	763												137							
67	67	535/2	535/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	764												137							
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	765												137							
67	67	264	264	0.0	0	0	Dynamic	4/4	3	1	0								f																
67	67	264	264	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	766				ornamentTrill															
67	67	265	265	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	767				ornamentTrill															
67	67	266	266	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	768				ornamentTrill															
67	67	267	267	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	769				ornamentTrill															
67	67	264	264	4.0	0	0	Chord	4/4	3	2	1			1	1	770																			
68	68	268	268	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	771												137							
68	68	1073/4	1073/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	772																			
68	68	271	271	0.0	3/4	3/4	Spanner	4/4	2	1	0																		46						
68	68	271	271	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	773												138	46						
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	774													46						
68	68	268	268	0.0	0	0	Spanner	4/4	3	1	0																			27					
68	68	268	268	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	775				ornamentTrill										27					
68	68	269	269	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	776				ornamentTrill										27					
68	68	270	270	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	777				ornamentTrill										27					
68	68	271	271	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	778				ornamentTrill										27					
68	68	268	268	4.0	0	0	Chord	4/4	3	2	1			1	1	779														27					
69	69	272	272	0.0	0	0	Spanner	4/4	2	1	0																								
69	69	272	272	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	780				articAccentAbove															
69	69	275	275	0.0	3/4	3/4	Spanner	4/4	2	1	0																		47						
69	69	275	275	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	781												139	47						
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	782													47						
69	69	272	272	0.0	0	0	Dynamic	4/4	3	1	0								f																
69	69	272	272	0.0	0	0	Spanner	4/4	3	1	0																								
69	69	272	272	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	783				ornamentTrill															
69	69	273	273	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	784				ornamentTrill															
69	69	274	274	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	785				ornamentTrill															
69	69	275	275	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	786				ornamentTrill															
69	69	272	272	4.0	0	0	Chord	4/4	3	2	1			1	1	787																			
70	70	276	276	0.0	0	0	Spanner	4/4	2	1	0																								
70	70	276	276	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	788				articAccentBelow															
70	70	279	279	0.0	3/4	3/4	Spanner	4/4	2	1	0																		48						
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	789												140	48						
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	790													48						
70	70	276	276	0.0	0	0	Spanner	4/4	3	1	0																			28					
70	70	276	276	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	791				ornamentTrill										28					
70	70	277	277	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	792				ornamentTrill										28					
70	70	278	278	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	793				ornamentTrill										28					
70	70	279	279	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	794				ornamentTrill										28					
70	70	276	276	4.0	0	0	Chord	4/4	3	2	1			1	1	795														28					
71	71	280	280	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	796				articAccentBelow									48						
71	71	281	281	0.0	1/4	1/4	Spanner	4/4	2	1	0																								
71	71	281	281	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	797												141							
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	798																			
71	71	282	282	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	799				articAccentBelow															
71	71	283	283	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	800												142							
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	801																			
71	71	280	280	0.0	0	0	Dynamic	4/4	3	1	0								f																
71	71	280	280	0.0	0	0	Spanner	4/4	3	1	0																			29					
71	71	280	280	0.0	0	0	Spanner	4/4	3	1	0																			29					
71	71	280	280	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	802				ornamentTrill										29					
71	71	281	281	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	803				ornamentTrill										29					
71	71	282	282	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	804				ornamentTrill										29					
71	71	283	283	0.0	3/4	3/4	Dynamic	4/4	3	1	0								mp																
71	71	283	283	0.0	3/4	3/4	Spanner	4/4	3	1	0																								
71	71	283	283	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	805				ornamentTrill															
71	71	280	280	4.0	0	0	Chord	4/4	3	2	1			1	1	806																			
72	72	284	284	0.0	0	0	Spanner	4/4	2	1	0																			30					
72	72	284	284	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	807												143		30					
72	72	569/2	569/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																								
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	808																			
72	72	285	285	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	809																			
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	810												144							
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	811																			
72	72	284	284	3.0	0	0	Chord	4/4	2	2	3/4			1/2	3/2	812																			
72	72	284	284	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	813				ornamentTrill															
72	72	285	285	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	814				ornamentTrill															
72	72	286	286	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	815				ornamentTrill															
72	72	287	287	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	816				ornamentTrill															
72	72	284	284	4.0	0	0	Chord	4/4	3	2	1			1	1	817																			
73	73	288	288	0.0	0	0	StaffText	4/4	2	1	0										stetig steigernd														
73	73	288	288	0.0	0	0	Dynamic	4/4	2	1	0								f																
73	73	288	288	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	818				articAccentAbove								145							
73	73	577/2	577/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	145			3				
73	73	289	289	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	819				articAccentAbove								145			3				
73	73	290	290	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	820				articAccentAbove								145			3				
73	73	291	291	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	821				articAccentAbove											3				
73	73	288	288	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	822				articAccentBelow											3				
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	823				articAccentBelow											3				
73	73	289	289	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	824				articAccentBelow											3				
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	825				articAccentBelow											3				
73	73	290	290	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	826				articAccentBelow											3				
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	827				articAccentBelow											3				
73	73	291	291	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	828				articAccentBelow											3				
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	829				articAccentBelow											3				
73	73	288	288	4.0	0	0	Chord	4/4	3	1	1			1	1	830																			
74	74	589/2	589/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0								ff																
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	831	In	In																	
74	74	295	295	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	832	die-	such																	
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	833	-sem	a																	
74	74	292	292	0.0	0	0	Spanner	4/4	2	1	0																								
74	74	292	292	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	834				articAccentAbove								146							
74	74	585/2	585/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	146		31					
74	74	293	293	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	835				articAccentAbove								146		31					
74	74	294	294	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	836				articAccentAbove								146		31					
74	74	295	295	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	837				articAccentAbove										31					
74	74	292	292	0.0	0	0	Dynamic	4/4	2	2	0								fff											31					
74	74	292	292	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	838														31					
74	74	585/2	585/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	839														31					
74	74	293	293	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	840														31					
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	841														31					
74	74	294	294	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	842														31					
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	843														31					
74	74	295	295	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	844														31					
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	845														31					
74	74	292	292	0.0	0	0	Dynamic	4/4	3	1	0								sf																
74	74	292	292	0.0	0	0	Spanner	4/4	3	1	0																						0		
74	74	292	292	4.0	0	0	Chord	4/4	3	1	1			1	1	846				articAccentAbove													0		
75	75	296	296	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	847	Wet-	tem-																	
75	75	297	297	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	848	-ter,	-pest,																	
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	849	in	on																	
75	75	299	299	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	850	die-	such																	
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	851	-sem	a																	
75	75	296	296	0.0	0	0	Spanner	4/4	2	1	0																								
75	75	296	296	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	852												147							
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	853												147							
75	75	298	298	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	854												147							
75	75	299	299	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	855																			
75	75	296	296	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	856																			
75	75	593/2	593/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	857																			
75	75	297	297	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	858																			
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	859																			
75	75	298	298	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	860																			
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	861																			
75	75	299	299	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	862																			
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	863																			
75	75	296	296	0.0	0	0	Dynamic	4/4	3	1	0								ff																
75	75	296	296	0.0	0	0	Spanner	4/4	3	1	0																								
75	75	296	296	4.0	0	0	Chord	4/4	3	1	1			1	1	864																			
76	76	300	300	0.0	0	0	Dynamic	4/4	1	1	0								sf																
76	76	300	300	0.0	0	0	Spanner	4/4	1	1	0																			32					
76	76	300	300	4.0	0	0	Chord	4/4	1	1	1			1	1	865	Graus,	day,		articAccentAbove										32					
76	76	300	300	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	866												148							
76	76	301	301	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	867												148							
76	76	302	302	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	868												148							
76	76	303	303	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	869																			
76	76	300	300	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	870																			
76	76	601/2	601/2	0.0	1/8	1/8	Spanner	4/4	2	2	0																			33					
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	871														33					
76	76	301	301	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	872														33					
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	873														33					
76	76	302	302	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	874														33					
76	76	605/2	605/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	875														33					
76	76	303	303	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	876														33					
76	76	607/2	607/2	0.0	7/8	7/8	Dynamic	4/4	2	2	0								mf																
76	76	607/2	607/2	0.0	7/8	7/8	Spanner	4/4	2	2	0																								
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	877																			
76	76	300	300	0.0	0	0	Dynamic	4/4	3	1	0								sf																
76	76	300	300	0.0	0	0	Spanner	4/4	3	1	0																						1		
76	76	300	300	4.0	0	0	Chord	4/4	3	1	1			1	1	878				articAccentAbove													1		
77	77	304	304	0.0	0	0	Spanner	4/4	1	1	0																								
77	77	304	304	0.0	0	0	Dynamic	4/4	2	1	0								f																
77	77	304	304	0.0	0	0	Spanner	4/4	2	1	0																					0			
77	77	304	304	4.0	0	0	Chord	4/4	2	1	1			1	1	879																0			
77	77	305	305	0.0	1/4	1/4	Dynamic	4/4	2	1	0								p													0			
77	77	1221/4	1221/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16			1/16	1	880												149				0			
77	77	611/2	611/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16			1/16	1	881												149				0			
77	77	1223/4	1223/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16			1/16	1	882												149				0			
77	77	306	306	0.25	1/2	1/2	Chord	4/4	2	2	1/16			1/16	1	883												149				0			
